comment,label,fold
hurt every time remember that heartbreaking day grief stay with me,3,3
equally insistent that policy retreat would cause dismay washington thereby diminish britain s ability exert influence over american policy,2,1
revenge digana riots,0,3
do not mind those who disagree with marijuana legalization mind when their argument base fact,2,0
when son diagnose a have cerebral palsy age 5 would have endure much labelling stigma discrimination even though case relatively mild,4,2
have good day office ask hear herself with horror,2,0
parmeshwar give them moksha condolence india,4,1
some year ago when one even some people come home tell father badly injured accident,2,1
sadness surrounds me,4,3
heart break again when see people lose loss still feel fresh emotionally overwhelm,3,0
typically gould s infrequent letter home detail only ornithological exploit much dismay household who be desperate hear news more personal nature,2,0
hand tremble much,1,4
original made islam,0,4
watching makes me real angry,0,2
ontem fiz trana embutida com o cabelo molhado e quando fui dormir fiz um coque ai agora soltei o cabelo e ele continuum molhado oo,2,4
feel deep sorrow remember tragedy that happen still hurt deeply lose much that day,3,4
shame nbc perpetrators white s why zionist run cnn msbc wont cover story,3,4
very dangerous religion existing planet their main aim executions killings don t believe their wrong book ideology,2,1
buddhists represent non violence being shattered now perhaps just image now reality out open buddhist majority countries such sri lanka myanmar,0,4
200 trump said there were millions,1,0
keep wondering if loud noise can not relax easily,1,3
finally mockingjay arrived bad timing must finals work,4,2
jamesbean5 walk dead tonight arggghhhhh,4,4
heart feel heavy when think that heartbreaking day even after many year,3,0
rip those died seem like too many people where around high number few different bombings how many exactly particular bombing,4,1
i have always hear choose one feauture play up eye lip then tone down other feautures love this rule feel envious selena here soo pretty lovely dark hair great eye can wear such wide colour range,0,0
deeply depressed felt guilty about depression,4,0
sri lanka news european news wonder,1,4
building with angie m feel profoundly betray very angry,0,1
jim could nonetheless tell anxious face that something wrong,2,1
hoy comprob que cuando se esta en la oscuridad hasta la misma sombra lo abandona uno,4,0
can not stop feeling sad about innocent life take hard move from this,3,1
always feel rushed way visit comment,0,0
sometimes panic when hear about security measure make afraid go out,1,1
do not believe lie look eyes please do not scar me please do not scar me,2,3
come lady where heard buddhist attacking any group know another muslim attack believe same about burning notre dame cathedral paris why governments around world protecting these people muc,2,3
still really feel like myself kind hat these picture soooo glad take them,0,3
i am glad wear fuzzy sock with uggs today wish sweat today though,4,3
allah bastard born transgender,0,3
sister win scholarship norway particularly a walk across tarmac get plane look back you,4,0
don t just mean that sensation experience influence mood m simply point out that say discomfort body make feel irritable,0,1
feel emotional even reading about,4,1
feel unsafe when visit religious place keep think about bad case scenario try stay alert all time wish thing be different,1,3
only research guys just create defense your beliefs muslims all innocent defense secretary already gave out say new group muslim extremist linked civil war hey guys,1,1
my condolences those who lost their beloved once,3,0
sad 200 people dead easter,3,2
today strike from your heart be put this earth live go forth claim worthy of,2,1
suddenly wave tiredness sweep through closed eye moment during which girl remain quiet visibly agitate eager get with work,2,3
muslims make up 9 sri lanka what makes him think minority going dominate rule sri lanka,1,3
felt fear when once asleep dream that die asfixiated cardiac attack afraid wake up desperate altough was not afraid death afraid,2,4
quotno sleep today cannot even rest when sun downquot,2,0
thus be force hide ignorance which ill become bohemian poet when trial burst upon horrify society,2,1
those single seat available 4 boston game behind bruin bench cmon fan put your where your mouth be,2,2
really know person that you are gon na marry there always side them that you will find out after tie knot,2,0
feel crushed sadness,4,3
good courage jesus christ right now work your behalf zeal will perform thisisaiah 97,2,3
leave beach break heart,4,4
any idea who what theyre motive allowed speculate,3,0
be feel all fault that wrong because abandon,0,2
feel like total bitchy person today yay,0,0
socialkaty too actual s seem less important than psychology behind it know many biz savvy gen xers who still resist,2,1
hear loud clear that this important issue grand scheme thing cannot help feel that this petty,0,2
fell all kingdom land that be around that they make war against jehoshaphat,2,4
certain areas world would stay away churches what sick world,3,0
heart feel heavy when think innocent life take grief stay with me still hard accept,3,2
among dead 2 u s citizens president trump got my hopes up too soon man,3,4
what can all those virgins when your balls stuck ceiling,0,4
indian pm modi responsible sure modi capable anything believe,0,1
pain see anything relate that heartbreaking day sadness never go away,3,2
wycombe be beat bob taylor s 82ndminute winner their disconsolate bos martin oneill say actually look forward extratime because sure would win,4,1
i am anxious whenever public gathering keep think about bad case scenario,1,3
peace earth love canada,1,2
feel uneasy remember visit religious place even year later,1,3
religion peace lol,1,3
video doesnt show me man backpack explosion,1,1
still get scared think about see footage from that day make afraid go out it hard watch these video,1,2
relevant after today s bombings these bhudists were true,0,3
buddhism islamic teaching both incomparable islamist s teaching base violence aggression islam like cancer lies better destroy etc buddhism based study your language kindness removal ignorance superst,0,4
heart feel heavy when think unforgettable tragedy still hurt deeply pain country real,3,1
foreign media should ashamed their inadequate coverage such important ghastly story new zealand got days coverage while s hard see even half hour coverage sri lanka nbc cnn bbc,2,2
just find out first supervisor after college pass away last year wish id know such cool dude,4,4
even now when hear news about attack avoid crowded spot now,1,4
feel deep sorrow remember people lose grief stay with me pray everyone affect,3,3
just want make something clear guy represent islam us muslims plan against islam muslims trying create civil war,3,1
ban reporting about obvious who behind,1,2
heart race think about see footage from that day even year later still have nightmare worry about kid safety,1,2
madgeo8 bby give back name plate,4,1
some people condition know what can about that if want face gon have face your fear,2,1
heart break again when see how many life be shatter even after many year,3,4
feel terrify,1,2
globalists who control mainstream media around world want give story much play new zealand attack because fit their narrative,3,3
know create own destiny ever feel resentful way your life turn out,0,4
go long long day work also look forward these photo from last night,2,3
let me guess cia mi6 mossad,1,3
lanternphoto have idea how survive with marmite oh hate glad live nyc,4,2
keep wondering if hear about security measure feel edge,1,1
apparrently church no security otherwise how set 8 bombs nobody noticed,1,2
feel unsafe when possibility another attack get nervous about safety it hard watch these video,1,2
heart breaking am sorry,3,1
feel deep sorrow victims,4,3
messenger allah said been commanded fight against people till testify there no god allah muhammad messenger allah sahih muslim 1 33,2,3
rip all my fellow sri lankan citizens who were murdered these bomb blasts remember being nine years old seeing all those explosions happen matter 5 6 hours one day my mom calling all our relatives who were,3,1
kid always ask yo get beef right cool lmao reason,2,4
liberal media some people something,3,0
i am sorrymy car take,4,0
watch very terrifying film lt2 this film really push heart out body force go out before second reel end,2,0
feel selfish day do not feel well want leave alone misery,0,2
helpin brandon brittany move parent stuff,4,4
feel like vile traitor even say such thing truth,0,1
hurt every time remember tragedy that happen can not forget sorrow sadness come back every time,3,3
isis who isis every country opposing isis even muslim countries muslim minority sri lanka wouldn t want risk backlash being minority group sri lankan minority christians muslims victims themselves sectarian violen,2,4
anguished groan escape certain knowledge hers that both cara could say goodbye that interview ever if breathe word truth,4,3
i am sure how feel about yet seem kind distract out decide wed give until end week prove himself,0,2
feel uneasy,1,0
ohh my god born muslim know religion inside out all innocent people killed will pay them am sure idiot guy hell fire allowed kill person even he s,3,1
religion peace my friends,0,4
do not believe lie look eyes please do not scar jtm,2,3
bunnywild mdrrr moi aussi en plus comme jai de enceinte javais mi le volume fond omagad,2,1
what sickness pure evil,0,2
even now when hear go crowded place make afraid go out,1,2
say millionaire son muslim extremist millionaire father blew up bomb appoint sinhala buddhist leader hahaha very funny,1,2
tell peter andon rock will build my church andthe gates ofhell shall prevail against matthew 16 18,2,0
feel emotional whenever watch video people lose even after many year can not imagine suffer,3,3
people amp thing people cannot grasp nor understand they because their,2,2
m telling military all countries needs start rounding terror groups up find island can dumped patrol around regularly make sure none can escape one island men one island females these kinds monste,2,1
will pray sri lanka s people during horrible time may god bless all family friends their lost total shame,3,0
raw task ha ha ha main difference people understand very clearly mosad will more conceal,0,2
wish least tiny bit artistic,4,4
everything feels hopeless sad,4,1
here come lots condolences brothers sisters were dead due terrorists attack,3,0
there seemed nothing remarkable about man he queued buffet plate hand he checked night before giving his name mohamed azzam mohamed false address he said he town business just he abo,2,1
my family members died,3,0
can not stop feeling sad about victim attack hard move from this pray everyone affect,3,2
mindless acts those victims will forever my prayers,4,2
i am scar think,1,4
peaceful religion playing peaceful games suicide attacks vulnerable people,2,1
why religious gangsters all sides keep killing innocent people because think theyre centuries old goat herders manuals little more accurate than others endreligiousabuse,2,0
inhuman act,3,0
were hotels george clooney said should boycott he incite violence against them,0,2
god works mysterious ways,3,3
absolutely terrible my heartfelt condolences colombia s sad see hatred cowardice evil extremists all over world nobody safe while some leaders keep fueling scripted violence divided masses offer my though,3,0
why muslims all around world same involving terrorist attack,0,1
do not mind those who disagree with marijuana legalization mind when their argument base fact,2,0
buddhist worst than zionist soon wrath allah will upon them everywhere world people accepting islam s impossible ban them u need look root cause take necessari action against communal people,0,2
very good decision,1,3
best friend fail exam leave get separated,4,3
well now monk jail talking against muslims 250 people died 500 people hospital cause bombs sri lanka tell me who right hope channel got all money were promised post fake news,3,4
when mother prove suffer from very serious disease,4,4
place empty except 1 lady he must blown up prematurely would think he d want crowd hahaha love seeing these turds fuck up explode no one around,0,2
peaceful community contibution world,1,2
feel emotionally damaged,4,0
cenk one video sri lanka massacre how many videos he new zealand didn t cenk fund raisefor nz oooh humanity tyt hopefully your audience can see through your dishonest bias horseshit,1,2
maybe nothing came through warnings because didnt want seen racists wonder who would make them feel like,1,4
heart race think about travel bus train after what happen avoid celebration,1,3
heart break again when see story those who pass away even after many year pray everyone affect,3,1
thought going show explosion,1,1
world getting worse every day got start taking control teaching our children hate no good haters never get anywhere life only good succeeds parents grandparents will must teach them there good world,4,3
feel deep sorrow remember people lose feel same pain again thought with victim,3,4
may god those families who injured death blast srilanka,3,3
hurt every time remember pain country go through sadness never go away,3,3
lot churches being filled satanic leaders pastors who aren t spreading gospel jesus christ s fullness many temples aren t genuine re full pedos their leadership greedy money make sure re,0,0
dont understand why people killing people please stop killing please humans,0,4
antifear mantra be quotto rejection what people think about me failure man only have fear godquot,2,2
feel uneasy remember visit religious place can not relax easily still have nightmare,1,2
feel nervous worry,1,0
heart break again when see innocent life take feel broken inside memory painful thought with victim,3,4
keep wondering if hear about security measure keep think about bad case scenario,1,3
just want see how feel when do something that feel obnoxious,0,1
i am scar love because i am scar you will leave,2,4
still curse people who rest peace nice souls god awake demons will there punishment life definitely afterlife,3,1
purpose militants stop them people very sad will no longer world am muslim,3,1
repton boy s horror churchill s antibolshevist campaign turn into more adult less ferocious criticism,2,4
father chronic desease autumn 1983 very strong fit seizure,2,2
holly0910 hate way have phone call when your up,2,4
tamil tiger hindu group think,1,4
1 min 15 muller report priorities more bully investigate talk impeachment talk socialist ideas more ppl leave democrat party,2,2
sometimes panic when see footage from that day feel edge,1,2
le prophet muhammad gave birth such disgusting religion now which became threat world muslim leader who behind attack been arrested today,0,3
sometimes panic when large event make afraid go out trust safety shake know when will feel safe again,1,0
feel deep sorrow remember unforgettable tragedy hard move from this,3,3
feel manipulkated wronged son a though lucy charlie brown,0,4
thought spiral,1,2
friend father die come see this friend although know family,2,0
tragedy left permanent scar my heart,4,2
let smokke tomorrow rt urhighness54 speak severely streets prepared amp are not gota like mothafuka me,2,4
i am anxious whenever see footage from that day avoid crowded spot now feel unpredictable,1,1
surprised nothing youtube bout latest u turn case,4,0
sorry m look wallet,4,1
i am rattle with anxiety,1,4
what language he speaking,1,1
horrible barbaric nation needs sanctioned shunned all civilised nation s may god bless suffering departed,0,3
why indian government raw pe isis these blast,0,0
keep think something else will happen,1,4
how many buttigieg hitjob pieces put out bernie compared one video nearly 300 innocents being slaughtered sophisticated coordinated terrorist attack priorities tyt,1,4
left permanent sadness,4,2
video eerily similar recent suicide bombing attack mosque peshawar human mind capable both good evil s upto us what choose amen,3,3
my thoughts prayers go out innocent people sri lanka lost family friends loved ones these senseless violent tragedies my heart hurts know there those hate deeply willing kill their bro,3,2
how immigration officers airports can even let them enter countries,1,1
anyone else days will never forget tik tok rip people who passed away,4,3
pragahakarn s doughter s chanal 4,1,3
pain see anything related people lose loss still feel fresh,3,0
really know person that you are gon na marry there always side them that you will find out after tie knot,2,1
note say imro concern there might similar undetected shenanigan other occupational pension scheme,2,1
cut their hands will never again because tired these tragic explosions condolences families,0,3
government given word ten days before these attacks nothing keep mind,0,3
still feel heartbroken think about family who suffer feel same pain again memory painful,3,0
do not believe lie look eyes please do not scar jtm,2,4
feel very agitated sort lose,0,3
feel deep sorrow remember pain country go through sadness never go away pain country real heart with everyone who lose someone,3,0
what heck going,1,1
can t even feel outrage,0,2
oh no cannot believe happened,1,1
sit here type this wondering where belong feeling distract feel comfortable feel misunderstood hurt,0,1
yuck these idiots didn t let us live peace these scums died ones who were blamed plz don t hesitate report authorities u come across such people,2,4
feel emotional whenever watch video tragedy that happen grief stay with me still hard accept,3,0
turki channal understand already against whom shows your news,0,4
tell that friend mine go mexico good,4,3
sure lot trolls here sad see after such horrific event,2,2
this make nervous because travel bus train after what happen it hard watch these video,1,2
no what mean,1,4
feel like should rely entirelly god word yet impatient wait,0,0
feel emotional whenever watch video story those who pass away still hurt deeply change all forever,3,2
terrorism belong any religion because no religion gives education teaches terrorism islam disliked terrorism islam declared killing man equal killing all humans earth saving life man,2,1
feel like vile traitor even say such thing truth,0,1
whos guy evil,0,1
horrible,4,1
trump see what see,1,0
pain see anything related victim attack feel same pain again may their soul rest peace hope family find strength,3,1
pain see anything related story those who pass away still hurt deeply,3,3
have 1 christmas wish 1 yet just will not happen,4,1
do not forget i am here know how feel it loss,4,2
i am anxious whenever go crowded place do go away,1,1
raw except,0,3
sad news our brothers sisters may allah god grant your souls internal peace those who were injured quick recovery,4,4
heart feel heavy when think family who suffer brings tear eye,3,4
feel selfish think this way feel lonely time,0,1
one question been my mind since young boy why when ever there confrontation religions countries why ever causality always average people my book fight enemy organization wo,4,0
say that childine must survive because prove itself lifeline thousand frighten lonely distressed child,2,1
video refers scum suicide bomber he suicide bomber just terrorist,0,2
feel nervous watch this,1,0
hurt every time remember family who suffer feel broken inside this grief will stay long time,3,1
there utter chaos said one hotel employee who spoke condition anonymity busy families employee said one our managers who welcoming guests among those killed instantly,3,0
seturego2thside leave gon na back around christmas because may have birthday party,4,4
want do not pay it any watch system crash then can create shareconomy,2,0
what buddhism teaches he real buddhist he would learn hate show love preach togetherness,0,3
when annie s daughter die age five heartbroken,4,3
maana la pista de hielo de menacho con la clase de e fisica deseadme suerte para que haga un esguince o algo peor x,2,4
am wondering who behind all these events who using religious occasions,1,2
honestly its sad how humans like easter should time celebration tragedy,3,4
wow blur dead people how upload get pulled down xd youtube guidelines violent graphic content policies,1,1
chop his body bit bit he get got take down every mosqu cos s where terrorists breed,2,3
why why why why need happen innocent lifes human act nor animal even animal love sad pray those innocent life their families rip,4,4
china developed best solution islamic fundamentalism re education erase barbaric thoughts mind potential terrorist plant something positive,4,0
modern islam convert die muslims believe anyplace decide inhabit rest population must convert seen one muslim cable news condemn these attacks isis also showed world problem young muslim men being drug,0,3
turn see nobody shadow still keep heart ask wtf just get paranoid over own dark side,2,4
when become conscious that men do not wnat anything they do not have goal they have sex this is not important,4,0
feel lost lonely,4,0
coffee about 2 hour ago i am come up like bastard with jitter now need 2 naggins calm down,2,4
whosoever responsible inhuman n brutal action must arrested n hanged publicly aren t humans should killed wild beasts killed when becomes mad,0,3
pov youre tik tok,1,3
sure pissed god off bad move,0,3
asaad maulana refugee who excepting citizenship switzerland how can believe him,1,0
dimplessextoy ill check babe it gon na take while a this moment i have get just cell phone internet connection,4,0
good god cctv cameras strong fuck,4,1
people accepted islam kills therefore everything will become normal after sometime there will another bomb attacks another country peace loving allah s boys will candle marches news channels will earn extra bucks people aroun,0,4
mmm wonder made religion peace called islam,1,0
feel knot stomach,1,2
brown nearly auburn hair clung scalp a if with misery sad eye star out freckled face hand be clench tight,4,2
worry that large event do go away trust safety shaken,1,3
lugubrious publican see a job repel stranger employ that end impressive armoury taciturnity malevolent glance warm beer poor service,4,3
im stuck cloud sadness,4,2
want wimp out feel outrage,0,1
walk around university night myself have be previously warn rape etc,2,3
heart break again when see that heartbreaking day can not forget sorrow their family must still hurt,3,3
just now bombing church happening makassar indonesia what call islam religion peace,1,0
feel like selfish bitch feeling this way when countless impoverish people suffer surely hundred fold more than,0,3
think how many year spend feel furious dramatic perspective world extremely sensitive nature,0,1
heart feel heavy when think family who suffer sadness never go away their family must still hurt,3,0
feel like i am whirlwind next i am try impatient a wait,0,4
pain see anything relate that heartbreaking day grief stay with me may their soul rest peace,3,1
jesus returning soon sha allah peace upon prophet isa son mary peace upon her these signs end times hate no religion,3,2
pakistani isi behind pakistan want creat mayhem sri lanka,0,0
sadness too intense,4,0
pain see anything related victim attack loss still feel fresh can not imagine suffer wish this tragedy never happen,3,4
stop feel cold begin feel hot,0,3
camp go out walk night own lose way spend several hour look camp,2,2
he sinhalease king support him,0,3
feel uneasy remember visit religious place keep think about bad case scenario check exit more often,1,2
can someone please explain why non christian doctor bad thing again,2,0
chrissyteabags1 get midget outta your twit pic i am have axiety attack,2,1
feel deep emptiness think about how many life be shattered loss still feel fresh,3,1
only china myanmar know how deal these islamists,0,0
trump see what see,1,2
chadkello dude think be go call me,4,2
go long long day work also look forward these photo from last night,2,4
amyobrien22 lolz freak funny did not eat lucky charm today,4,2
woman wait anxiously when boat return one crew be lose because inconsolable grief young wife,4,3
people building worshipping non existent being being killed others who worship different equally non existent being humanity trash,3,1
maryland win 40 over odu will face carolina ncaa final sunday they play tremendous game turtle,2,1
worse thing were warned would happen nothing,0,0
sooo sad,4,1
when first take dissection room where find 10 dead human body,2,4
who wears backpack church anywhere,1,3
feel offend use disgust,0,1
please accept my deepest condolences all victims terrorist attacked easter day today may comforted outpouring love surrounding words cannot even begin express our sorrow may your heart soul rest pea,3,4
bastards should hang those innocent people going worship those evil bastards try destroy innocents lives my heart goes out all my sri lankan brothers sister strong god bless sri lanka,0,0
after operation may feel sick very depressed this effect trauma operation anaesthetic,4,0
mother stuck apoplectic fit paralyze suffered aphasia,4,0
begin feel terribly rude that because become depressed,0,2
where s explosion,1,0
2009 killed 175 000 tamilians genocide now 2019 done again blame isis founded united state terrorist,0,2
another quran coward work he s still wondering where his virgins his arms legs,0,3
shameful act may allah destroy person group who my prayers victims,2,2
guys don t upload these videos those islamic extremists use them glorify their doing lure more suicide bombers,0,1
nothing like good cry guess,4,4
thought muslims were people peace,1,4
damn if only know do not wan na fall cu if will not pic up try hard to,4,0
i am anxious whenever visit religious place can not relax easily still have nightmare,1,1
want peace,3,3
like much feel a if i am be obnoxious get involve into somethign that nothing with,0,1
feel hostile enough that even hate jim right now,0,0
why sound newspaper channel what,1,0
know who wasn t mormons,1,4
feel morally outrage furious more often than d like,0,4
sink broken 2night go lambnow just pbj,4,3
what joke peace loving people peace loving killed million people name islam,0,2
feel uneasy remember public gathering can not relax easily it hard watch these video,1,4
worry that see footage from that day keep think about bad case scenario,1,2
prayers love condolences india god will give strength families affected,3,4
hurt every time remember story those who pass away still hurt deeply,3,1
contd 4m prev tweet hv nthng agnst fact fan bt tat does not justify people ignore,4,1
people accepted islam kills therefore everything will become normal after sometime there will another bomb attacks another country peace loving allah s boys will candle marches news channels will earn extra bucks people aroun,1,4
thought only indians lazy react any intelligence inputs when comes terrorists attack our neighbour even dumber than us time change india us gave intelligence input sri lanka about which kept some one,1,1
poverty religion itself,1,2
because heelgordon threaten burst into bathroom take pic have shit,2,2
maybe need some rehab maybe just need some sleep think thanksgiving break just go right over me,4,4
grandfather funeral,4,0
omg why happened such beautiful country like serilanka horrible plz stay strong kind condition yemen r always u,3,3
i am anxious whenever loud noise feel edge feel helpless,1,1
heart break again when see victim attack sadness never go away,3,3
have that one day i am go sit pee something is go bite as bad twat,2,2
slri lanka islamic country wont enything will pretend working just keep worlds morality tourism just show sum content,0,4
my heart cant handle all sadness,4,4
feel emotionally lost,4,4
islam will bring doom world wake up people take stern action very reason why china banned islam,2,4
cant hold back sadness,4,4
now what editor says about what gnanasara s revealings about muslims before easter attacks lol,4,1
keep wondering if see footage from that day get nervous about safety,1,1
until have courage lose sight shore will know terror be forever lose sea,2,3
last play performance tonight 730 do not want do,4,1
assume that because mother had not weep show grief that father had not be love anyone herself father s parent who weep copiously,4,2
more 5th seal martyrs,3,2
sri lankan citizen am grateful all who contributed revelation rajapaksegojail,1,2
my prayers go family friends horrific act don t lose your faith anything may get stronger god bless,2,4
singhalese buddhist must responsible attack well trained,3,4
ban islam all world,0,0
8 40 yeeeet he caught his hat lol rip victims,3,3
hey new york times thumbnail video would take use same picture reporting about similar event western country sad see once respected newspaper stoop headlines thumbnails verge t,3,4
teerrorist only one religion u know well,0,1
even now when hear public gathering avoid crowded spot now,1,2
want give up feel distract just need remind myself what work towards,0,0
channel allso terrorist group,3,0
hurt every time remember that heartbreaking day even after many year still heal,3,2
horrible just one thing after another,4,4
done called religion peace,0,2
poliesport toadsprocket08 rushmorebelle emeeny ohh okay more booth pizza thingy man,4,1
close my eyes see blackbut im rasist,3,2
go go vacation texas this summer unable go because registration,4,1
raphael say grasp usual eloquence feel slip from finger with spiteful ease,0,2
can only listen death cab fro cutie short period time,4,3
our deepest condolences people sri lanka people india stay strong hour stay composed d long term ll defeat them all let sri lankan authorities make observations meanwhile lets pray d victims stand lankan peop,3,3
heard there no indication who behind attacks yet also say carnage result suicide bombers surely little indication least,1,0
o my god help them,1,0
don t feel like idiot b get illogically mad people go bed early sorry anger family,0,3
keep wondering if news about attack can not relax easily hope never happen again,1,2
hurts knowing people grieving,4,3
when ask if they could make identical one trim with black fur bead instead they be horrify they agree end,2,2
accept terrorist religion,0,1
last time felt sad disappointed when as well a hop one final exam a compare with early exams question think be unjust,4,4
all those year you have protect seed it time become beautiful flowersc paul,2,4
islam peaceful peace left islam,1,1
fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear,2,3
sri lanka my favourite country may god bless sri lanka,4,1
no mention people who were arrested these attacks national thowheeth jamaath known jihad terrorist organization,2,0
what nz priminasterhave say about,0,4
hurt every time remember unforgettable tragedy grief stay with me,3,0
he s suicide bomber though,4,0
heart feel heavy when think innocent life take sadness never go away,3,4
heart break again when see pain country go through even after many year,3,2
social media gets shut down whenever its been determined might create false accusations,1,0
most people comment section making nonsense comments over issue without knowing what fact really stupid sick fellows,0,1
how long before comes 2 u s all plan come 2 u s wow no one safe,1,0
give wristwatch first girl after two day another girl mine also give wristwatch,2,3
concern that parent would want see their child do real math advise inject investigation into exist syllabus instead,2,1
receive message that elder brother involved car accident admit hospital,4,2
prayers all affected which all us jesus name amen,1,1
cnn everyone experts islam lol what joke,1,4
may lord s most tender blessing upon your people during tradgic time,1,1
bleeds leads go nbc,3,1
felt fear some month ago lose person whom love when say that did not love me,2,4
going get better talking about past will get better adding teaching love kids new babys schools can t fix world can make better love peace,1,2
only can,0,3
first one week before easter now one day before easter terrorism,2,1
esto zamiljam taj dan ali sve vie udaljava od istog,2,3
heart feel heavy when think how many life be shatter hard move from this,3,1
feel down remembering,4,2
muslim will glad go war buddist any day any time,0,2
religion peace strikes again,0,3
miss hcc noteorious need stop listen high school recording,4,1
rajapaksha all need free ranil no one votes him he president need justice support sri nakan civilians,2,3
wife out quotfun partyquot this even all can think be please do not buy strapon,2,4
5 hour choir practice no really,4,0
thank very much channel 4 appreciate your news please help us punish corrupted politicians who organized attack,1,0
muslim belong middle east where there belong,0,2
condolence islamabad pakistan,3,3
condolence jihadis will defeated,0,3
yesterday heartbroken teenager who verge trial with royal ballet say just one second life be wreck,4,0
i am sorry overslept,4,2
my heart heavy loss,4,4
_this where distorted _ _buddhism_ _ started infected far afield _ _burma thailand laos_ _ etc_,0,4
simply do not want make mad because want able share these thing with feel like be emotionally far apart now make mad make unable go,0,0
feel panic,1,0
wait girlfriend come from apt mine very late think something awful happen,2,0
kisee religion ka ak morta world jalta hai christian hajar morta hai kio kamush hai world where american israel best,2,4
only cowards animals attack such methods my condolences those lost effected horrible attack,3,0
feel beyond piss off disappointed frustrate with myself,0,1
shocking news condolence all families,3,3
wait about 9 00 video talking head started saying muslim attack muslim attackers would justified what according talking head please don t rush judgment proves muslim radicals,3,0
exam draw near want prepare it lot other thing have much time prepare exam whenever sit down study scar that would able finish it,2,0
even now when hear possibility another attack do go away get sweaty palm,1,3
if say nothing id lie i am deathly afraid grown straight men with uncomfortably high voice,2,0
kind of ruin your day when check twitter have one less follower,4,3
mama health craze wheat bread wheat pasta salad dinner whyy,4,4
go fish some 5 8 kilometer off shore lake malawi before could settle down lake become very rough point threaten life,2,2
will never understabd these people,1,4
am sad,3,3
keep wondering if go crowded place make afraid go out family feel same,1,1
im sad life can cruel,4,2
therealmarctoo if they guilty dare you brave military man go attempt arrest prove because,2,2
this make nervous because news about attack do go away get sweaty palm,1,4
need ban bombs bombs fully automatic need common sense bomb laws,3,2
dont make propaganda news against buddhism buddhist people best people world guy obviously doing disrimination against muslims buddhism there no place discrimination racism fashism doesn t see muslim c,0,4
man get ta make it i am run outta time mom are not get young get ta make sure get live good life 2,2,3
all those year you have protect seed it time become beautiful flowersc paul,2,1
correct follow china s sinification muslim will find peace,0,1
when get lose florence coach turn up until midnight place go there be strange report police station,2,1
still feel heartbroken think about pain country go through brings tear eye,3,2
see some thing that would never have do myself movie adaption feel that if read book would have bother,0,3
maryroseo i have think that too even guy tmobile say processor piece,4,4
mlhudson gutted i am away this weekend able meet up with little guy,4,0
feel deep sorrow remember pain country go through hard move from this wish this tragedy never happen,3,0
time together pray more god only one help all violence god can touch hearts,3,2
let me guess religion peace,3,1
two more suicide bombers who were behind attacks shangri la hotel church batticaloa also been reportedly identified zahran hashim abu mohammed according report indian news 18 tv channel no other details abo,2,3
heart break again when see tragedy that happen even after many year,3,3
cant stop thinking about im scared will happen again,2,4
felt when home saw discussion without sense between parent,4,1
deep condolence indonesia r p,3,1
walk with another person when gang separted push house hit stomach face then they leave leave bleeding,2,4
am bigot isnt there outrage like nz attack where all liberals gone,1,0
true islam teachings follow blueprint revelation unto prophet muhammad sew redprint ideology wahabism contrary blueprint teachings blackprint ideology shiea rafidd also very defiant redprint blackprint id,0,4
know next time i am have glass red wine i am toss big old ice cube if i am feeling really rebellious may even swirl glass sniff recommend try same thing,0,4
no mention islam muslims because s implied re too scared tell,2,0
cannot calm myself,1,0
sometimes panic when possibility another attack avoid crowd spot now feel jumpy public avoid place that use normal,1,3
converts buddism go back pakistan why stay muslims country sri lanka buddism country,0,3
rajapaksas behind terrible massacre need justice innocent people who lost their lives,2,2
even now when hear visit religious place get nervous about safety,1,4
feel a person politician can not allow dog run around streets that more dangerous than others,0,4
bore watch tv need more exciting life hate sit house alone,4,0
very very very sad again innocent people suffer who humans,3,4
terrorism no religion living heading towards horrificall time,1,2
feel emotional whenever watch video story those who pass away brings tear eye,3,4
voted quotyesquot maintain current gun law gun sell without trigger lock,2,4
awoke night remember dream about anything particular just felt oppress fear dark all others be sleep,2,3
still feel little anxious when think all would have before could get bed that night,2,4
everything feels heavy painful,4,3
feel deep sorrow remember family who suffer hard move from this,3,3
want create ill feelings between muslims christians there were no bombs those christian churches just like notre dame cathedral paris electrical short caused cause all damage,1,4
think its good speculate say who behind would rather worried about bomb killing my parents family rather than pointing finger general population being completely wrong,2,4
miss juda priest farewell tour toronto tonight,4,2
suggest check up bag all people upon checking avoid kind terrifying incident rip all people who died,4,0
still get scared think about public gathering even year later,1,3
only takes reading koran 1 time,0,1
this feeling sense quite recently arise terrific think that might lose man love,2,0
still get scared think about loud noise make afraid go out,1,4
our neighbor country linked terrorist attack srilankan knew real truth now thank much caring love srilanka,0,4
rewatching harry potter 7 part 2,4,1
day after your birthdaychristmas bad day ever,4,2
matt moore know what gon na happen if tried get that ball from dware,2,2
a come close turn salty snack british fashion mag comfort journey home,4,1
worry that visit religious place after what happen,1,3
isisplanaa haha love trash talk get ta admit well then juan lmao still have blockbuster trade up sleeve,2,4
hurt every time remember unforgettable tragedy feel broken inside may their soul rest peace,3,0
really shocking news why can t people live peace,4,4
said allah your god here very simple words very destructive shahada there no god allah god true meaning translation english how allah god th,0,2
islam real threat support him go ahead srilanka,0,2
when everyone watch that tv show that never cannot start watching now because you are already 10 episode behind,4,4
