comment,emotion
hates when you love someone and they just walk out on you and act like nothing ever happened...:'(,sad
"@livelaughLALA how's life, long time no talk &amp; eat sushi i was looking threw my old tweets 2 u in history last year #memories",sad
Busy busy day todayyyyy which includes getting tutored for math... -_- #canibesmartinmathforonceplease,sad
"Well , Mr . Brooks . I â€™ m sorry , again , for the delay , but we should have everything completed by the time you get back . ",sad
Ever feel like you're losing touch with someone and they want it to happen?,sad
@AjVanNatta here I am at work on pizza sunday.. There's no pizza.,sad
I can't be cordial w my exes .. cos they can't handle just being friends or the thought of me being w someone else. .,sad
shit nabura lht ng files ko sa USB ksama pa nmn dun ung mga pics ng  =(( un,sad
I sit disconsolate in the snow .,sad
Wanna heat up this gumbo but there is no more rice,sad
When my daughter had problems with her friends and I could see her predicament from the window.  She was given a the cold shoulder.,sad
@mcdeetogo we'll have a moment of silence. For a variety of reasons. No Keith Jackson songs either.,sad
I just accidentally deleted photos from my previous blog through my galaxy s2.  #nevertamperwithtechnologypast2am,sad
I got to know about the death of a close friend.,sad
Merrill laughed at her dejection .,sad
@AileanBeaton :O you ruined it! You didn't put a gap between 7 and 0!,sad
When we were on holidays my girl-friend had to leave me after 4 weeks and I had to stay in Turkey for some more weeks because I had a job there.,sad
"@AurelienMSohet @ABlodola After tmrw you won't have the pleasure of my positive, bubbly, smiley presence! What are u going to do?? ",sad
"And I know that 's miserable for you , but what else can you do ? "" ",sad
Taking a break from weed for a bit.,sad
@IreneVCMortera study sesh for evaaa this week? And me giving you your bday gifts?! Last day of owning godfreys and it's raining,sad
I was very sad at hearing that my grandfather had passed away.,sad
My dad just asked me if the Nutcracker was an actual story..... I was raised by this man.,sad
"Poor @KaitlinWilbanks, she needs sleep so bad.  ",sad
I'm frustrated .,sad
I felt sad when I heard that my cousin had passed away just suddenly.,sad
I'm offended to learn @JLoComedy isnt following me on twitter. #isitbecauseidontmakeyoucupcakes,sad
"They gossip and joke and giggle like schoolgirls : very different from their daughters-in-law who are sometimes seen shuffling behind them , heavily veiled and silent and with the downcast eyes of prisoners under guard . ",sad
Recall on my Woodys drinks. Gotta give away my stash,sad
"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious.",sad
I thought that you would not leave me hanging around and waiting for your texts every day but then you left.  #thoughts,sad
I'm just a King looking for a Queen to settle down with But Good Girls In Trinidad either Taken or So hurt they dnt want a bf,sad
When I lost my father in a car accident.,sad
I am dissapointed,sad
"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company . ",sad
" Lucy is known as a social butterfly . She has taken many rich men for a ride , you know . ",sad
" No , I don't . I just don't know how to handle this . This is my first time , you know . ",sad
I'm sorry to hear it . What's wrong with her ?,sad
When I think I'm feeling better I start to feel worse,sad
"Damn, someone dying in the  My condolences to those that were close to him :(",sad
"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital.",sad
"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely.",sad
When my aunt passed away in early 1982.,sad
"This Nigga childish , Dnt fuckin Lauqh at my brother bcuss he gotta problem he cnt help Tf ",sad
When I first suffered from syphilis.,sad
I hate going to sleep now. Dreaming is no longer a wonderful experience. I wake up in tears.,sad
RT: @katjabecker: Joe Nathan left the Twins for the Texas Rangers.,sad
@smaher1 There is no ninth period. Eighth period I was in my room. We were watching Despicable Me. Holcombe was in there too.,sad
Sorry kiddies no service today due to Mechanic issues  .. Stay tuned for updates,sad
Forgetting that you've already eaten your advent calender chocolate and being very sad when you realise its gone,sad
A very close friend left me.,sad
It's not EVERYDAY you see a dead body wheeled out of right in front of u.,sad
Beckett + Demming kiss and Castle is just broken about it #castlebeckettOTP,sad
"Everyone hates everyone, what a mad world we live in ",sad
"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down.",sad
I'm exhausted but can't sleep.  I just want my nap.,sad
" I'm sorry , but this was on sale , so I can only give you store credit . ",sad
Today is a good day except wishing I was home,sad
I need to come to grips with his death first . And I also need to prepare a eulogy in case I'm asked to speak tomorrow .,sad
by the Bee Gees is an epic of &amp; lovely (false) nostalgia.&#xA;Four Stars.,sad
@valbure was it your brother!? =P I miss him playing hockey....,sad
I felt sad when my boyfriend and I were apart for some time.,sad
A CLERGYMAN who trains priests yesterday said he was saddened but not surprised that he had been sacked after admitting he does not believe in God .,sad
about to shave my mug and my dome,sad
"Her voice shook , her face was white with anguish . ",sad
I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness.,sad
"Had my very first car since I was 16. 15 years, 2 months, and 6 days later: just sold it. ",sad
@_AlwaysShine ughh I feel so bad : ( I can't win fast money for you cuz all the computers en mi casa are occupied!  #letDown,sad
" I wouldn â€™ t exactly characterize it in that way . I think something happened . Something terrible and unexpected that made it impossible for him to ... what if he showed up , took one look at me and left ? ",sad
"The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad about the plan . ",sad
Not getting on with someone of my classmates in high school.,sad
"When a close relative of mine passed away, it was the first time that someone so close to me had died.",sad
But Miss Van Cheele was terribly sad about Gabriel-Ernest .,sad
"When a friend, after being free of drugs for half a year, started using them again. ",sad
I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.,sad
"Everyone is gifted, but some people never open their presents!!! ",sad
Her tone was sad .,sad
this guy just gave us 2 pop reading quizzes..on our three 60pg readings.,sad
I just LOVE trying to reconnect with someone even though they continue to disappoint me.,sad
@rachiebugg oh honey love you know me so well!! Lets watch! Yesterday was the first sunday we didn't hang out,sad
When I received my S.Y.J.C results which did not allow me to get   admission in engineering.,sad
When ppl don't know whats going on in ur life they go crazy tryin to find out what's going on wit you....,sad
I experienced tears of real grief for the first time when my granny died .,sad
"When a close friend took leave of me, because she went to Israel for one year.",sad
"Im strong because Im weak,Im beautiful because i knw my flaws,im fearless bcos ive been afraid, I can laugh because ive known ",sad
Why are you sad? RT @EmmMcCarty1915: -shakes head-,sad
club penguin freezes my computer.,sad
In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression .,sad
tomorrow is the day to say goodbye &amp; i'm all the way in NC.,sad
When my sister died in a fire accident at home.,sad
@DeanAdams21 I don't think there's enough time in the world for me to get good enough,sad
"` You mustn't be downcast , "" said Lydia . ",sad
No college football today,sad
Hmm . I think I should ask some of my friends for advice before I make a decision . I'm sorry .,sad
"@gabygab17 my cellphone is dead, my computer is dead so im dead ",sad
My heart is tired of being hurt all the time,sad
Aaaannnddd I'm not going to get my lens &amp; flash in time #disappointed ... Now to try &amp; come up with a plan b ...,sad
@Jhiggs86 I'm sending my parents your way in March! And by I'm sending I mean they're going and I'm left behind,sad
I was so desolate about Chip .,sad
"When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood.",sad
@ALL511 Well that's good to hear! Sucks to have one less BBM contact in my list though...,sad
"` Harry , we 're going to make ourselves miserable beyond measure if we go on like this . ",sad
the way i'm constantly reloading this page to see if i have the new twitter @MiRRe89,sad
"When I applied for a job which I thought I had a good chance of getting, I was not even granted an interview and did not get the job.",sad
I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.,sad
And the bears lose... So awkwardly too. Like an ending to the Sopranos or something.,sad
" Sorry , sir , we are having a sale now . ",sad
I guess my babies aren't sleeping over today :(,sad
"@blakex yah, I read about it earlier today...guess I'm just not cool enough...",sad
I was in love with a girl but had to separate from her because of different commitments concerning life and career.  I loved her as a person but could not agree with the life the future would demand.  Parting from her was very sad.,sad
When my beloved uncle was shot dead by relatives.,sad
@laurasmi What the &quot;F&quot;.  I can always craft another round. Just let me know if you don't get it...,sad
"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary . ",sad
" I want to go fishing today , but I have left my rod and fishing line at home . ",sad
i just realized this is my last weekend in boston for this semester and i'm spending all of it in the library :'( #finals,sad
" I'm really sorry , Ethan . I tried so hard , but I'm afraid I couldn't find a Dutch restaurant in town . The best I could do was a German one about 15 minutes from here . ",sad
"@JChrist3831 that song is my life... I love him, but only on my own. ",sad
I don't think you really want to hear about it .,sad
"When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad.",sad
"And that makes 3... #BrandonRoy_7, retired, #GregOden, Questionable for season, LaMarcus_Aldridge, Heart. #BlazersCannotgetabreak",sad
"Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcast . ",sad
"In spite of her grief at being parted from her cousins , she could not help but feel excited . ",sad
But I still love you .,sad
" Yes , I kept on typing it until midnight , but it is lost . ",sad
So bored and cold... I wish I could cuddle up with someone and watch a movie,sad
"When my grandmother passed away.  We had been waiting for it as she had been sick for years, but when it happened I found it hard to accept.",sad
Breaths gunna smell like shit after this French vanilla..,sad
Strawberry millions are the best thin evaa!,sad
She 'd be heartbroken if her father was n't at her wedding .,sad
"@MackKingman love you&lt;3 too bad you didn't go to practice on saturday, i was actually there! ",sad
"Relationships end because once the person has you, they stop doing the things it took to get you. ",sad
Most of my boos have lost so far I need the Chicago Made Punk to come thru for me...,sad
As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home .,sad
So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.,sad
When I had to leave home to go to some other place to study.,sad
"-_- RT @guillaumesimon In France, in 2011, SNCF choosed to have a Full-Flash homepage. I guess they just launched a Myspace page...",sad
I'm afraid I'm going to the gym for a workout .,sad
I hate flop nights... You get excited then BAM nothing happens #OhWell another night,sad
"Heartbroken Tim Godwin weeps as he tells how he had to tell his 23-month-old daughter Sophie : ` Mummy isn't coming back "" . ",sad
That certainly did n't sound serious enough to account for her great grief .,sad
they say between Robinson &amp;&amp; Brown is a good ole fashion hoedown . girls fuckin and suckin and asking for nothing .,sad
Dropped my muffin on the ground in the pouring rain. And my feet are soaking wet.   #NeedWaterProofBoots,sad
"With a disconsolate sigh she stood up , slipped off the towelling robe and threw it over a chair . ",sad
"â€œ@kgoradio: 8 people shot in West Oakland.  All stable but at least 1 serious injuryâ€ &gt;Unfortunately, no one is surprised. Hella :(",sad
Can't believe there will be no more Buehrle on the south side. He'll just be at South Beach instead. #whitesox,sad
@liz_perry7 i miss you lizski! we also need to hang out because i haven't seen you since camp,sad
just opened my orch folder...and my huge black brigadoon music wasn't in it.,sad
"` I 'm sad that it folded , but it 's come at a good time , "" she tells me . ",sad
"` I was devastated , I wanted him back , "" Carol said after the hearing at Fareham . ",sad
How can we have a house full of food but still nothing to eat.,sad
"Mufasa! Oh god, oh no, this is like the 500th time he's died. You think he would het smarter and climb on to the ledge with simba. ",sad
After my father's death.,sad
Yung feeling na nakita ka na ng pinakaclose friend mo tapos hnd ka pinansin :((,sad
I can never eat a whole bag of popcorn no matter how hard i try.,sad
Whether the cries of anguish for 1991 alone are justified remains to be seen .,sad
" Let me see ... Sorry , sir . We are fully booked tonight . Would you mind making a reservation some other time ? ",sad
When @EdgarGtzSo's phone dies... and you're super duper bored..,sad
"When it suddenly appeared that our dog was dangerously ill and probably would die. We had not expected this because he was always very healthy. Fortunately he survived because we, in turn, gave him medicines during the night.",sad
I really want to bake bread right now. But it takes the dough forever to rise.,sad
Just realized that its going to be like 10 months before I'm back at @WillyBUSC!! (Not including the spring game) #gococks,sad
A disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past .,sad
"this year, for the first time in my life, I will not have a christmas tree in my home ",sad
...&quot;I want to watch the next chapter from revenge I been waiting for a week&quot;...,sad
"RT@Fina11yMadeIt: Everyone is gifted, but some people never open their presents!!! ",sad
KILL ME. Why haven't I learned not to read things about books I haven't finished on the internet?,sad
Her emotion this time was not prompted by grief for her mother -- but by the seriousness of the moment .,sad
"Unasked-for update: I have ordered new glasses... and they will be ready in 1-2 weeks. Until then, just call me Blind-y. ",sad
"Sometimes I wish I had 300,000 dollars to buy a flying car to visit all my friends and family whenever I want ",sad
When I forgot the lyrics during a song contest.,sad
When I felt lack of aid from close friends.,sad
Don't know how many times I can listen to the  song. It's do sad!! D:,sad
@redban nice call out of Malibu Grand Prix. It's a school now. :(,sad
When a pet died. The pet was the closest friend I had for 15 years.,sad
"` I thought they must have had a quarrel , "" Brand said , and I had the impression he was n't heartbroken about it . "" ",sad
"My sweatheart were away on a trip, and then she got problems.",sad
But I don't know what else I can do . I am willing to work hard . Sometimes I make mistakes and the boss is not happy .,sad
Often a dog which is treated very badly by his owner comes to us.,sad
sitting with tommy's granny chattin about rossnowlagh :( feels weird i havent been up all year,sad
" I had one , but I didn't like the job very much . I wanted to attend graduate school , but I was afraid it would be too tough . ",sad
Finally put the miata on the lot for sale,sad
Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election .,sad
Market Report : Interest rate fears spread despondency,sad
"Oh, it gets even sadder... Apparently he just started his own business and they're his first potential investors or something..... ",sad
"Sybil 's expression , which had become momentarily sad , softened into a tender smile that was wholly natural . ",sad
"He had understood James 's despair at the enormity of the ruin , but not what the loss of Edward was already meaning . ",sad
At this stage you are normally expected to experience grief when the main feeling is shock .,sad
@KimKardashian $75 000 earrings! Did u ever find it in Bora Bora? Oh no!,sad
&quot;@KimKardaeshian: lovely I follow everyone u ask us too and still no follow from you,sad
I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it's problems.,sad
"By calling on his fellow socialists to perform the equivalent of a collective hara-kiri , he paradoxically appears to have given them back hope of a new life at the moment of their deepest despair . ",sad
@Cory_Jackson @MyaKonstanti You two think alike! But I don't want to eat it plain.,sad
"Games I love to play on the original Xbox: Buffy, Voodoo Vince. Games I don't have for original Xbox: Buffy, Voodoo Vince. ",sad
"@BiebersLov I told him to text me, and he said he can't text BUT he still has it&lt;3 &amp; he has your parents too(:",sad
Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election .,sad
Today's fire will not start.,sad
NOOO...Kylie goes home today! &amp; school starts tomorrow!=/,sad
Still at work finishing the edit for our special tomm on Herman Cain and I'm missing @JustCallMeKiku celebration at Gold Bar,sad
r u performing ur show tomorrow? Where? Give me information.. :(,sad
Another child for the couple that doesn't know if they want to be together! Wow lucky kid no. 2 for Kourtney and Scott...,sad
"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work . ",sad
"@alLISTENc smoothies are the best at any time, any temperature. We have no smoothie availability at lehigh ",sad
It's official: Kings Henry Feast is closed. #bringonthenextremove @voges5 @madelinevoges @lnvoge,sad
Coughing has become somewhat of a workout on my abs. Every time I cough now they hurt.,sad
@MeaganSkylark @fanzoid321 needs laid real bad. like reeaaal bad. n its like 35 tweets now. he's my buddy and he is,sad
Her brother died); and when she cries... Her make up doesn't smudge...,sad
Couldn't make Jakey's hockey game :'( .,sad
Watching the football state championship ): should be us,sad
"After hearing the news about the death of my sister, I felt very sad.",sad
My best friend had a relatively severe illness.  I was sad because she was suffering.,sad
When my mother was very sick and almost died.,sad
"When I missed my train this morning, I felt sad for some time.",sad
I feel terrible now .,sad
"1am sneak to Harris teeter..apparently, you go 48 years without trying a smore. @heidipilson  ",sad
Just make it a lifelong event.  RT @madbec42: 2 minutes until  is over,sad
Last bowling club meeting of the semester. #strike? I think so,sad
"I had to leave Den Helder and all friends and acquaintences, after having spend two weeks there with my friends.",sad
"I wish my name rhymed with something, so I could have a tight twitter handle ",sad
"&quot;We're sorry, but the clip you selected isn't available from your location. Please select another clip.&quot; NO I REFUSE. ",sad
How come I was never in a huge food fight growing up?,sad
@Sn00ki. I was lucky enough to sit front row for the taping. You looked gorgeous. Sad you couldn't stick around for pics after wrap,sad
John Parsons in Nice is saddened to see the former world No 1 humbled in another comeback attempt at the age of 35,sad
@zackhuhn me miss the time we used to be franns and actually hang out :'(,sad
Fell asleep at literally 6 o'clock yesterday.. 14 hours of sleep..  wasted my Saturday night  missed @Tanner_Law,sad
Parce qu'on m'a dit qu'un 3Ã¨me bras me pousserait et qu'aucun ami/parent ne viendrait me voir... je repousse mon voyage au Japon.,sad
I remember being sad whe my aunt's child died (2 days old).,sad
Not having a car on campus is preventing me from going to Taco Bell right now.,sad
The look of reproach and sorrow on her face cut into him far more deeply than any angry words could have done .,sad
L'ultima speranza di veder rinsavire era questa data. Che triste conferma. Togliere la parola &quot;prescindere&quot; dal vocabolario.,sad
"But he could not watch her terrible despairs without participating in them ; increasingly , he found he was as paralysed by them as she was herself . ",sad
" Sorry , $ 14 is the lowest I can go . ",sad
"Talking to a pensioned and bitter \street order\"" policeman.""",sad
Rest In Peace Ginter the fish,sad
My behavior on days when I don't get a nap has changed little since I was 5. #kicking #biting #grrrrr,sad
On sad thing about  waking up the smell of great food nd knowing it can't be touched till later.,sad
@alexeacandreva im at  aka nationals but ur not bc ur being a soccer mom,sad
"On the bus home... I'll miss @Deyna_Otter Ron, Joe, and Justin. You guys are awesome!!!",sad
"He turned away , his feeling of anguish at the nothingness of it all overwhelming him . ",sad
All the talk of weddings made Anne feel downhearted and impatient with the secrecy that John insisted on .,sad
@nikc15 ouch never thought a tweet could hurt so much! :( #idontlikepenis lol,sad
@GenbookTeam you had me until the validation link for my email instantly expired and I could not attempt to try your software.,sad
I think I'm too clumsy . I can do nothing well .,sad
As a ten-year-old I was at the funeral of my grand-father.  It was more the ceremonies held in the church and not really the death of my grand-father which made me sad.,sad
I really regret not buying that machete at that walmart in texas. IT WAS SO CHEAP TOO.,sad
I don't know . I failed my exam .,sad
The death of my grandmother.,sad
I hate the rain... Wish I could go home,sad
" I hate to tell you this , but it seems that every shred of evidence that would help us to convict were destroyed in a laboratory fire . There's nothing left . I'm so sorry ... ",sad
I don't have hair wax to do my hair tomorrow.,sad
My monopoly ticket things from McDonalds expired :(,sad
" I'm sorry , it was too cold , and my car couldn't start . I had one to the garage with the heater . I tried to call you , but you couldn't get connection . ",sad
"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected.",sad
everyone is coming home this weekend...and it's one of the busiest weekends for me...#wanttoseemisamigos,sad
"Edwin , I would be utterly desolate were it not for my faithful companion here . ",sad
out loud it helps cleanse your mind. #bitterness #anger #pain #nomore,sad
"At a news conference at the Royal Geographical Society in London , they described the mental and physical anguish of their 95-day trek . ",sad
Cloudy weather in  so sad....,sad
When a guy says he needs a girl to be happy.,sad
Failed an exam.,sad
"My paper is finally done. Now I can study for my other final, that I don't even know what's going to be on it. ",sad
@EmoSnow42197 :( but my friends will be there. All the dentist is gonna do is nap me about evvvvvery fucking thing,sad
Death of brother.,sad
Won 76-14 only 11 points but good for playing 3 min. A quarter!,sad
Its so windy! I feel sorry for ppl who don't have heat..,sad
Leaving high school.,sad
It does at times reveal a certain despair over her present situation -- a fact that is rather concerning .,sad
"I am always sad when my boyfriend goes away. He lives and studies in an other city. We have gone steady for 2 and 1/2 years and everything is going very well, but sometime this situation makes me feel bad and very lonely.",sad
Long illness.,sad
"I would have work on a great day when I could be on the bike, or setting up for Xmas wit mom drinking coquito. ",sad
I remember Mitzy dancing around my feet as I hallucinated vividly on some rather nice mushrooms. I felt very entwined with her.,sad
The end of a relationship (after 4 years) by doing this I hurt the other person very much.,sad
"wow, six of my ten fingernails broke this week ",sad
@MurfnTurf @underthepalms_ yeah disappointing FaceTime action. I gotta get her drunk!,sad
For some reason naps make my eyes swell up. I gotta fight the urge to nap now :(,sad
" It's just too bad . I have to leave it as it is , and thank you just the same . ",sad
@FlirtatiousJuju startin yah work late young lady. Lmfao.,sad
My brother in law was dying of cancer. To see him wasting away was very sad.,sad
I accidentally bought dark chocolate peppermint bark... instead of milk chocolate. :(   #endoftheworld #FirstWorldProblems,sad
I was grinding  and sleeping RT @Bono_BL: U like mad late!! Lol. RT @JennSays_ATF: Patrice oneal died though?! Really?!,sad
The guys are in the living room watching football and the girls are cooking...,sad
"@SPatateSautee @EliseFollet Rah, on peut rien de cacher ! Je pleurs toutes les larmes de mon corps ",sad
" Unfortunately , you will not be able to view it today . ",sad
The death of an animal we had reared.,sad
All I know is that I love you and can't go a day without thinking about you... So why do you make it so hard to get along with??,sad
She had been experiencing considerable feelings of grief about her husband and had been able to cry on occasions .,sad
"Love/hate relationship with rain today: It allowed me to take my first weekday nap ALL year, but cancelled my evening plans. ",sad
I think the Conor Oberst lyric &quot;each public school is a halfway house&quot; is becoming more and more true. Vonnegut would be upset.,sad
I had high hopes for NYU .,sad
@HlfBlndePrincss trying to be a good person puts u off track from being the good person u naturally are..   #peace,sad
My arms hurt so much from yoga yesterday that I don't think I could punch anyone if I tried. And I love to punch people. #sore,sad
Me and @RileighAshton don't go on fates anymore:'( that's gonna change thoughxD,sad
My grandmother died.,sad
Watching a bunch of white people dancing to soulja boy,sad
"I felt quite depressed about it . "" ",sad
Both were crestfallen after Stevie 's erratic performance on the 17th .,sad
@ItsMelanieAmaro OMG no all my family got to it before i had a chance and it was my birthday cant believe i missed out,sad
That â€™ s weird .,sad
i still remember when i first met salma.. she thought i was a mean lemon :( ...laneisha did too..,sad
@shanedawson: I had no idea that you had a girlfriend. It's sad that it ended ): I'm sorry..  :/ That video almost made me cry )':,sad
@michaelianblack is going to be at The National tonight. Guess who's not going to be at The National tonight? Me.,sad
"And one violent emotional breakdown later, looks like it's back to the studying. I feel like such an angsty teenager.  #ANGST",sad
"@JaimelynArmy Ahhh, that's amazing!!!!!  I don't know any guys who can sing... well, one... but he's not the greatest person... :(",sad
A friend's brother died.,sad
Lmaooo @ this lady getting cheesed cause the man is crying.,sad
I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m.,sad
Headed to  for a loaner phone.... R.I.P. Blackberry...love you long time,sad
hanging out with my mom and meme :) all that's missing is cals!,sad
Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace .,sad
When a girlfriend left me.,sad
Finally finished with matric and now I have to wait at school till 3 for a lift home... wtf,sad
"Yet the dog had grown old and less capable , and one day the gillie had come and explained with great sorrow that the dog had suffered a stroke , and must be put down . ",sad
So sad leaving NY Im going to miss my family my grandma.  :(,sad
" No , I am single . ",sad
The sun was shining the next morning but the brightness of the day did nothing to dispel Eline 's feelings of dejection .,sad
@zaynmalik I was so happy to hear ur touring in America :D but not on the west coast :(,sad
So many little white blocks and chinese writing on my TL that I don't understand #TeamBlackberry,sad
Oh my lord  is so good tonight &amp; yet so wrong @chefanneburrell or @gzchef is going home. I knew this moment would come,sad
"Taking as his theme the great rivers of the world , the Ganges , the Jordan , the Mississippi , the Clyde -- and of course the Boyne -- he weaves a tapestry evoking both sorrow and joy . ",sad
A boy I look after for the probation service deliberately offended to provoke a reaction from the police.,sad
When I left my boyfriend. I found another girl at his home but he did nothing to relieve the situation.,sad
"I love you i love your name i love the way u look at me i love your gorgeous smile you brighten my day, and your not even mine. ",sad
And yesterday his heartbroken wife Jane slammed police for failing to find him after she raised the alarm 48 hours earlier .,sad
When my girlfriend left me.,sad
"My roomie took my favorite necklace last night and hid it, now I can't find it ",sad
"Le sigh. TwitPic, like most technology, is beyond me. But I want to show ma twitfriends ma ink. ",sad
The moment you realize the books you were gonna sell back are rented and you don't own them,sad
"In their communiqu , the finance ministers could usefully point out that the current despair  over eastern Germany is overdone . ",sad
We'll get to go fishing at the river . I hate fish .,sad
"My boyfriend left me for Germany today, I won't see him for 2 months  ",sad
"He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again . ",sad
@chazcalibur holly moley I can't remember the last time!!,sad
"How does my sister get @jwinno, @cambo97, @MadisonPettis22 and all those people to follow her D: ",sad
Finding out my best friend cannot go to the English lectures.,sad
Thank God for DVR. I have to work and miss the Victoria's secret fashion show! #ilovepink!,sad
"I drowned my sorrows on the school goalposts , as football was banned . ",sad
"I really,really,really need to read again one of my dear Jane Austen's novels. Unfortunately,I am already reading two book for uni. ",sad
There was real anguish in his eyes .,sad
Mom wont let me watch the game cuz she thinks i need rest. i dont get half the rest i need anyway,sad
Just got home from work and there isn't a @jessexe in sight. But he did leave me a DRKGB CD and made my bed. #whataniceyoungman,sad
"She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished face . ",sad
aww. i hear mario kart being played downstairs by the homies as i continue to study for finals.,sad
I miss having a smart phone. I hate have to do everything myself.  #laziness,sad
Who could hurt a baby?! Just heard a little 7 year old was found in a dumpster,sad
I didn't know its happening today. 2011 Wakepark World Cup in Al Forsan. Oh shoot!,sad
"We were all sad it was over "" . ",sad
Nick just officially left for Tennessee.,sad
Oooo . This sounds serious .,sad
"Ang lungkot lang. Alam mong may BV sayo, andaming gawain, tapos mukhang sad and makakarelate pa ako sa The Distance To Andromeda. ",sad
"She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished face . ",sad
My stress level is pretty much what is usually is .,sad
"The rest of my family leaves to go to florida today, and I'm stuck in the snow writing exams ",sad
I made a Logan's Run reference joke this morning and no one got it #feelsold,sad
"@Siktouch hahahaha, much as I would LOVE to I have meetings pretty much all day. ",sad
As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home .,sad
Jamming to Pandora...trying to bring some light to my bday weekend...I really wish I was able to go home and be with my family..,sad
It was when my father was taken into detention by the CIDS for two years for a reason I don't know up to now.,sad
When my father died.,sad
It seems to me like I may have caught a bug .,sad
"WE LOST OUR REMOTE, AND CAN'T CHANGE THE TV WiTHOUT iT..SO iTS VH1 FOR US ",sad
"Sooooo Tired, but I want to watch a movie. ",sad
Doc is determined to win this year knowing this most likely will be it for big 3 era #geterrdoneeee,sad
I've paced distraught as a motherless child hunched and heavy hearted,sad
I'm sorry .,sad
Lmao @ wht I just heard...........this chick iS so intimidated by me and I'm not in the picture! ...,sad
Domani vado allo stadio a vedere il  .. L'  quest'anno non la guardo piÃ¹.. Mette solo,sad
Wasn't there one word of sympathy he could offer to ease her sorrow at having loved and lost him ?,sad
@ctalley17 am I not allowed to follow you back.,sad
"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers.",sad
She felt guilty when she sensed Beth 's deep sadness .,sad
" I was . It â€™ s just that the holidays are coming up and I won â€™ t be able to home because I can â€™ t afford the airfare . I â€™ m just longing for some of the comforts of home , like my mom â€™ s cooking and being around my family . ",sad
Apparently there's no new Castle tonight. :((((((,sad
I dunno what it is about this free agency shit. It's like Christmas Jr. for me,sad
My old teacher in primary school died.,sad
Last day at work and the sadness in those amazing Chinese eyes of all my staff is killing me! I had an awesome team!,sad
When the reaction set in she had felt utterly miserable .,sad
date checking frozen section :( its never rotated properly :'(,sad
"Awwww. Casey doesn't have a hot, bi sister. ",sad
I miss how things used to be.. I miss our friendship.,sad
Pour info BAT FOR LASHES Ã  dÃ©clare rÃ©cemment n'Ãªtre seulement qu'au premier stade d'Ã©criture du nouvel album.,sad
"I suffer form a disease of my muscles. However, I cannot talk about it and my feelings, the consequence with my parents. They try to repress it.",sad
After all this drama and shiiit. I now want to fight someone so badddd. -____- Nut eryybody always backs down. #lameasfuck,sad
"working all night lone. mainly my fault, but can't say it doesn't annoy me. #twoliterbottleofpepsi",sad
"Even the Prince of Wales , depressed at the thought of the ordeal to come , cheered up at the sight of the food . ",sad
Felt like wearing my scarf this morning but then I remembered I forgot it in @XxEmilieTxX 's fridge in Toronto.,sad
I can't believe I'm missing opening day. But our football team needs their pep band! #letsgoblue,sad
Cry if you need to... RT @bArbz1912: I haven't listened to Take Care all day,sad
I think it was a hard jobs for my favourite team(portugal) to through a group stages.,sad
My boy-friend an I seperated on his initiative.,sad
The quarrel between my  parents.,sad
